movie_title,actor_1_name,actor_2_name,actor_3_name
Out of Africa ,Meryl Streep,Michael Gough,Michael Kitchen
Flight ,Denzel Washington,Bruce Greenwood,Nadine Velazquez
Moonraker ,Desmond Llewelyn,Lois Chiles,Lois Maxwell
The Grand Budapest Hotel ,Bill Murray,Tom Wilkinson,F. Murray Abraham
Hearts in Atlantis ,Anthony Hopkins,Mika Boorem,Hope Davis
Arachnophobia ,Julian Sands,Peter Jason,Brian McNamara
Frequency ,Dennis Quaid,Andre Braugher,Noah Emmerich
Ghostbusters ,Ed Begley Jr.,Kate McKinnon,Zach Woods
Vacation ,Chris Hemsworth,Norman Reedus,Beverly D'Angelo
Get Shorty ,Delroy Lindo,Rene Russo,Jon Gries
Chicago ,Colm Feore,Chita Rivera,Jayne Eastwood
Big Daddy ,Steve Buscemi,Adam Sandler,Joey Lauren Adams
American Pie 2,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne
Toy Story ,Tom Hanks,John Ratzenberger,Jim Varney
Speed ,Keanu Reeves,Alan Ruck,Joe Morton
The Vow ,Channing Tatum,Lucas Bryant,Dillon Casey
Extraordinary Measures ,Harrison Ford,Brendan Fraser,Alan Ruck
Remember the Titans ,Ryan Gosling,Denzel Washington,Ethan Suplee
The Hunt for Red October ,Scott Glenn,Jeffrey Jones,Courtney B. Vance
Lee Daniels' The Butler ,Alex Pettyfer,David Oyelowo,Vanessa Redgrave
Dodgeball: A True Underdog Story ,Gary Cole,Stephen Root,Joel David Moore
The Addams Family ,Anjelica Huston,Raul Julia,Carel Struycken
Ace Ventura: When Nature Calls ,Bruce Spence,Bob Gunton,Sophie Okonedo
The Princess Diaries ,Anne Hathaway,Hector Elizondo,Heather Matarazzo
The First Wives Club ,Stockard Channing,Elizabeth Berkley,Stephen Collins
Se7en,Morgan Freeman,Brad Pitt,Reg E. Cathey
District 9,Sharlto Copley,Jed Brophy,Jason Cope
The SpongeBob SquarePants Movie ,Scarlett Johansson,Bill Fagerbakke,Rodger Bumpass
Mystic River ,John Doman,Spencer Treat Clark,Tom Guiry
Million Dollar Baby ,Clint Eastwood,Morgan Freeman,Mike Colter
Analyze This ,Robert De Niro,Chazz Palminteri,Molly Shannon
The Notebook ,Ryan Gosling,Kevin Connolly,Gena Rowlands
27 Dresses,Judy Greer,Bern Cohen,Yetta Gottesman
Hannah Montana: The Movie ,Emily Osment,Vanessa Williams,Moises Arias
Rugrats in Paris: The Movie ,Elizabeth Daily,Casey Kasem,Debbie Reynolds
The Prince of Tides ,George Carlin,Blythe Danner,Melinda Dillon
Legends of the Fall ,Anthony Hopkins,Brad Pitt,Julia Ormond
Up in the Air ,J.K. Simmons,Anna Kendrick,Chris Lowell
About Schmidt ,Hope Davis,June Squibb,Howard Hesseman
Warm Bodies ,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay
Looper ,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms
Down to Earth ,Chazz Palminteri,Mark Addy,Wanda Sykes
Babe ,Miriam Margolyes,Christine Cavanaugh,Roscoe Lee Browne
Hope Springs ,Meryl Streep,Steve Carell,Jean Smart
Forgetting Sarah Marshall ,Mila Kunis,Jack McBrayer,Maria Thayer
Friday Night Lights             ,Zach Gilford,Aimee Teegarden,Scott Porter
Four Brothers ,Josh Charles,Tony Nappo,Fionnula Flanagan
Baby Mama ,Tina Fey,Amy Poehler,Romany Malco
Hope Floats ,Bill Cobbs,Harry Connick Jr.,Gena Rowlands
Bride Wars ,Anne Hathaway,Steve Howey,Candice Bergen
Without a Paddle ,Antony Starr,Scott Adsit,Bonnie Somerville
13 Going on 30,Jennifer Garner,Judy Greer,Christa B. Allen
Midnight in Paris ,Kurt Fuller,Audrey Fleurot,Nina Arianda
The Nut Job ,Liam Neeson,Brendan Fraser,Sarah Gadon
Blow ,Johnny Depp,Ethan Suplee,Jordi Mollà
Message in a Bottle ,Robin Wright,John Savage,Raphael Sbarge
Star Trek V: The Final Frontier ,Leonard Nimoy,Nichelle Nichols,Walter Koenig
Like Mike ,Brenda Song,Robert Forster,Anne Meara
Naked Gun 33 1/3: The Final Insult,George Kennedy,Fred Ward,Priscilla Presley
A View to a Kill ,Patrick Macnee,Alison Doody,Tanya Roberts
The Curse of the Were-Rabbit ,Mark Gatiss,Geraldine McEwan,Peter Sallis
P.S. I Love You ,Gerard Butler,Harry Connick Jr.,Nellie McKay
Racing Stripes ,Bruce Greenwood,Frankie Muniz,M. Emmet Walsh
Atonement ,Benedict Cumberbatch,Alfie Allen,Brenda Blethyn
Letters to Juliet ,Vanessa Redgrave,Marcia DeBonis,Luisa Ranieri
Black Rain ,Stephen Root,Ken Takakura,Kate Capshaw
The Three Stooges ,Kate Upton,Larry David,Sean Hayes
Corpse Bride ,Johnny Depp,Christopher Lee,Joanna Lumley
Glory Road ,Mehcad Brooks,Austin Nichols,Derek Luke
Sicario ,Edgar Arreola,Bernardo Saracino,Daniel Kaluuya
Southpaw ,Jake Gyllenhaal,50 Cent,Oona Laurence
Drag Me to Hell ,Bojana Novakovic,Alison Lohman,Reggie Lee
The Age of Adaline ,Harrison Ford,Michiel Huisman,Ellen Burstyn
Secondhand Lions ,Haley Joel Osment,Robert Duvall,Emmanuelle Vaugier
Step Up 3D,Alyson Stoner,Stephen Boss,Facundo Lombard
Blue Crush ,Faizon Love,Mika Boorem,Sanoe Lake
Stranger Than Fiction ,Will Ferrell,Christian Stolte,Danny Rhodes
30 Days of Night,Danny Huston,Mark Rendall,Megan Franich
The Cabin in the Woods ,Chris Hemsworth,Bradley Whitford,Kristen Connolly
Meet the Spartans ,Carmen Electra,Diedrich Bader,Method Man
Midnight Run ,Robert De Niro,Yaphet Kotto,Philip Baker Hall
The Running Man ,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson
Little Shop of Horrors ,Bill Murray,Jim Belushi,Tisha Campbell-Martin
Hanna ,Jessica Barden,Vicky Krieps,John Macmillan
The Family             ,Zach Gilford,Joan Allen,Liam James
Mortal Kombat: Annihilation ,Brian Thompson,Talisa Soto,Robin Shou
Larry Crowne ,Tom Hanks,Rob Riggle,Randall Park
Carrie ,Chloë Grace Moretz,Judy Greer,Portia Doubleday
Take the Lead ,Alfre Woodard,Yaya DaCosta,Jasika Nicole
Entourage             ,Debi Mazar,Kevin Connolly,Kevin Dillon
Gridiron Gang ,Dwayne Johnson,Jurnee Smollett-Bell,Kevin Dunn
What's the Worst That Could Happen? ,Bernie Mac,Larry Miller,Richard Schiff
9,Martin Landau,Alan Oppenheimer,Tom Kane
Side Effects ,Channing Tatum,David Costabile,Katie Lowes
The Prince and Me ,Devin Ratray,Miranda Richardson,Luke Mably
Winnie the Pooh ,Craig Ferguson,Robert Lopez,Huell Howser
Dumb and Dumberer: When Harry Met Lloyd ,Elden Henson,Mimi Rogers,Cheri Oteri
Bulworth ,Warren Beatty,Kirk Baltz,Graham Beckel
Get on Up ,Tika Sumpter,Josh Hopkins,Aunjanue Ellis
One True Thing ,Meryl Streep,William Hurt,Tom Everett Scott
Virtuosity ,Denzel Washington,Costas Mandylor,Traci Lords
My Super Ex-Girlfriend ,Rainn Wilson,Eddie Izzard,Wanda Sykes
Deliver Us from Evil ,Olivia Munn,Dorian Missick,Edgar Ramírez
Sanctum ,Ioan Gruffudd,Rhys Wakefield,Richard Roxburgh
Little Black Book ,Holly Hunter,Kevin Sussman,Dave Annable
The Five-Year Engagement ,Alison Brie,Jacki Weaver,David Paymer
Mr 3000,Bernie Mac,Chris Noth,Paul Sorvino
The Next Three Days ,Olivia Wilde,Daniel Stern,Aisha Hinds
Ultraviolet ,Milla Jovovich,Cameron Bright,Nick Chinlund
Assault on Precinct 13,Brian Dennehy,Drea de Matteo,Hugh Dillon
The Replacement Killers ,Mira Sorvino,Clifton Collins Jr.,Patrick Kilpatrick
Fled ,Salma Hayek,Stephen Baldwin,Will Patton
Eight Legged Freaks ,Scarlett Johansson,Doug E. Doug,Riley Smith
Love & Other Drugs ,Jake Gyllenhaal,Anne Hathaway,Judy Greer
88 Minutes,Al Pacino,Alicia Witt,Deborah Kara Unger
North Country ,Jeremy Renner,Charlize Theron,Sissy Spacek
The Whole Ten Yards ,Bruce Willis,Matthew Perry,Natasha Henstridge
Splice ,Sarah Polley,David Hewlett,Delphine Chanéac
Howard the Duck ,Lea Thompson,Jeffrey Jones,Jordan Prentice
Pride and Glory ,Jennifer Ehle,Rick Gonzalez,Frank Grillo
The Cave ,Eddie Cibrian,Cole Hauser,Marcel Iures
Alex & Emma ,David Paymer,Lobo Sebastian,Robert Costanzo
Wicker Park ,Jessica Paré,Christopher Cousins,Mark Camacho
Fright Night ,Grace Phipps,Reid Ewing,Sandra Vergara
The New World ,Christian Bale,Michael Greyeyes,Wes Studi
Wing Commander ,Saffron Burrows,David Suchet,Jürgen Prochnow
In Dreams ,Robert Downey Jr.,Aidan Quinn,Paul Guilfoyle
Dragonball: Evolution ,Ian Whyte,Texas Battle,Randall Duk Kim
The Last Stand ,Zach Gilford,James Burnett,Christiana Leucas
Godsend ,Robert De Niro,Cameron Bright,Munro Chambers
Chasing Liberty ,Annabella Sciorra,Stark Sands,Terence Maynard
Hoodwinked Too! Hood vs. Evil ,Amy Poehler,Phil LaMarr,Cheech Marin
An Unfinished Life ,Morgan Freeman,Camryn Manheim,Lynda Boyd
The Imaginarium of Doctor Parnassus ,Andrew Garfield,Lily Cole,Verne Troyer
Barney's Version ,Mark Addy,Atom Egoyan,Paul Gross
Trapped             ,Ólafur Darri Ólafsson,Ingvar Eggert Sigurðsson,Björn Hlynur Haraldsson
Runner Runner ,Justin Timberlake,John Heard,David Costabile
Antitrust ,Tyler Labine,Richard Roundtree,Ned Bellamy
Glory ,Denzel Washington,Morgan Freeman,Matthew Broderick
Once Upon a Time in America ,Robert De Niro,Burt Young,Treat Williams
Dead Man Down ,Dominic Cooper,Isabelle Huppert,James Biberi
The Merchant of Venice ,Al Pacino,Mackenzie Crook,Kris Marshall
The Good Thief ,Emir Kusturica,Saïd Taghmaoui,Tchéky Karyo
Supercross ,Channing Tatum,Mike Vogel,Steve Howey
Miss Potter ,Emily Watson,Bill Paterson,Lucy Boynton
The Promise ,Dong-gun Jang,Toby Leonard Moore,Nicholas Tse
DOA: Dead or Alive ,Steve Howey,Holly Valance,Sarah Carter
The Assassination of Jesse James by the Coward Robert Ford ,Brad Pitt,Jeremy Renner,Sam Shepard
1911,Bingbing Li,Joan Chen,Jaycee Chan
Little Nicholas ,Louise Bourgoin,Sandrine Kiberlain,Kad Merad
Wild Card ,Jason Statham,Michael Angarano,Jason Alexander
Machine Gun Preacher ,Gerard Butler,Madeline Carroll,Kathy Baker
Animals United ,Jim Broadbent,Vanessa Redgrave,James Corden
The Color of Freedom ,Terry Pheto,Patrick Lyster,Tyrone Keogh
United Passions ,Fisher Stevens,Thomas Kretschmann,Jemima West
Grace of Monaco ,Paz Vega,Frank Langella,Derek Jacobi
A Warrior's Tail ,Konstantin Khabenskiy,Fedor Bondarchuk,Sergey Garmash
Ripley's Game ,Ray Winstone,Dougray Scott,Chiara Caselli
Sausage Party ,James Franco,Salma Hayek,Anders Holm
Pitch Perfect 2,Anna Kendrick,Birgitte Hjort Sørensen,Hana Mae Lee
Walk the Line ,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton
12 Monkeys,Amanda Schull,Kirk Acevedo,Tom Noonan
Keeping the Faith ,Lisa Edelstein,Milos Forman,Anne Bancroft
The Borrowers ,Jim Broadbent,Bradley Pierce,Mark Williams
Frost/Nixon ,Toby Jones,Clint Howard,Oliver Platt
Confessions of a Dangerous Mind ,Dick Clark,David Julian Hirsh,Jennifer Hall
Serving Sara ,Matthew Perry,Jerry Stiller,Vincent Pastore
The Boss ,Peter Dinklage,Tyler Labine,Ben Falcone
Cry Freedom ,Denzel Washington,Kevin McNally,Penelope Wilton
Mumford ,Zooey Deschanel,Alfre Woodard,Mary McDonnell
Seed of Chucky ,Jason Flemyng,Billy Boyd,Hannah Spearritt
The Jacket ,Jennifer Jason Leigh,Jason Lewis,Angel Coulby
Aladdin ,Robin Williams,Frank Welker,Scott Weinger
Straight Outta Compton ,Aldis Hodge,Neil Brown Jr.,R. Marcos Taylor
Indiana Jones and the Temple of Doom ,Harrison Ford,Amrish Puri,Kate Capshaw
The Rugrats Movie ,Elizabeth Daily,Cree Summer,Christine Cavanaugh
Along Came a Spider ,Morgan Freeman,Billy Burke,Monica Potter
Florence Foster Jenkins ,Meryl Streep,Nina Arianda,John Sessions
Once Upon a Time in Mexico ,Johnny Depp,Salma Hayek,Enrique Iglesias
Die Hard ,Alan Rickman,Bruce Willis,Reginald VelJohnson
Role Models ,Joe Lo Truglio,Ken Marino,Bobb'e J. Thompson
The Big Short ,Ryan Gosling,Christian Bale,Charlie Talbert
Taking Woodstock ,Imelda Staunton,Kevin Chamberlin,Demetri Martin
Miracle ,Eddie Cahill,Noah Emmerich,Kenneth Mitchell
Dawn of the Dead ,Ty Burrell,Kevin Zegers,Mekhi Phifer
The Wedding Planner ,Matthew McConaughey,Judy Greer,Alex Rocco
Harlock: Space Pirate ,Shun Oguri,Yû Aoi,Haruma Miura
The Royal Tenenbaums ,Bill Murray,Anjelica Huston,Seymour Cassel
Identity ,Clea DuVall,Rebecca De Mornay,Jake Busey
Last Vegas ,Robert De Niro,Morgan Freeman,Romany Malco
For Your Eyes Only ,Julian Glover,Topol,Desmond Llewelyn
Serendipity ,Lilli Lavine,David Sparrow,Ann Talman
Timecop ,Mia Sara,Bruce McGill,Gloria Reuben
Zoolander ,Milla Jovovich,Alexander Skarsgård,Will Ferrell
Safe Haven ,David Lyons,Noah Lomax,Mimi Kirkland
Hocus Pocus ,Vinessa Shaw,Omri Katz,Larry Bagby
No Reservations ,Zoë Kravitz,Lily Rabe,Bob Balaban
Kick-Ass ,Elizabeth McGovern,Deborah Twiss,Michael Rispoli
30 Minutes or Less,Bianca Kajlich,Dilshad Vadsaria,Fred Ward
Dracula 2000,Gerard Butler,Danny Masterson,Jeri Ryan
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",Bella Thorne,Steve Carell,Jennifer Garner
Pride & Prejudice ,Talulah Riley,Brenda Blethyn,Simon Woods
Blade Runner ,Harrison Ford,Sean Young,M. Emmet Walsh
Rob Roy ,Liam Neeson,Jason Flemyng,Eric Stoltz
3 Days to Kill,Connie Nielsen,Richard Sammel,Tómas Lemarquis
We Own the Night ,Robert Duvall,Oleg Taktarov,Antoni Corone
Lost Souls ,Philip Baker Hall,Bob Clendenin,Ben Chaplin
Winged Migration ,Jacques Perrin,Philippe Labro,
Just My Luck ,Samaire Armstrong,Carlos Ponce,Faizon Love
"Mystery, Alaska ",Scott Grimes,Mary McCormack,Ron Eldard
The Spy Next Door ,Madeline Carroll,Amber Valletta,George Lopez
A Simple Wish ,Mara Wilson,Francis Capra,Kathleen Turner
Ghosts of Mars ,Jason Statham,Clea DuVall,Natasha Henstridge
Our Brand Is Crisis ,Dominic Flores,Zoe Kazan,Scoot McNairy
Pride and Prejudice and Zombies ,Matt Smith,Bella Heathcote,Sam Riley
Kundun ,Tenzin Thuthob Tsarong,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo
How to Lose Friends & Alienate People ,James Corden,Katherine Parkinson,Fenella Woolgar
Kick-Ass 2,Chloë Grace Moretz,Donald Faison,Augustus Prew
Captain Alatriste: The Spanish Musketeer ,Viggo Mortensen,Elena Anaya,Eduardo Noriega
Brick Mansions ,Paul Walker,Robert Maillet,RZA
Octopussy ,Louis Jourdan,Kabir Bedi,Steven Berkoff
Knocked Up ,Harold Ramis,Martin Starr,Charlyne Yi
My Sister's Keeper ,Jason Patric,Sofia Vassilieva,Jeffrey Markle
"Welcome Home, Roscoe Jenkins ",Mo'Nique,Mike Epps,Cedric the Entertainer
A Passage to India ,Richard Wilson,Judy Davis,Art Malik
Notes on a Scandal ,Phil Davis,Andrew Simpson,Shaun Parkes
Rendition ,J.K. Simmons,Jake Gyllenhaal,Meryl Streep
Limitless             ,Colin Salmon,Mary Elizabeth Mastrantonio,Jake McDorman
Star Trek VI: The Undiscovered Country ,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols
Divine Secrets of the Ya-Ya Sisterhood ,Ellen Burstyn,Fionnula Flanagan,Matthew Settle
The Jungle Book ,Scarlett Johansson,Bill Murray,Garry Shandling
Kiss the Girls ,Morgan Freeman,Tony Goldwyn,Tatyana Ali
The Blues Brothers ,John Belushi,Aretha Franklin,Ray Charles
The Sisterhood of the Traveling Pants 2,America Ferrera,Blythe Danner,Michael Rady
Joyful Noise ,Dolly Parton,Jeremy Jordan,Jesse L. Martin
About a Boy ,Sharon Small,Christopher Webster,Peter McNicholl
Lake Placid ,Oliver Platt,Bridget Fonda,Ty Olsson
Lucky Number Slevin ,Bruce Willis,Morgan Freeman,Dorian Missick
The Right Stuff ,Dennis Quaid,Scott Glenn,Sam Shepard
Anonymous ,Vanessa Redgrave,Joely Richardson,Rafe Spall
The NeverEnding Story ,Gerald McRaney,Barret Oliver,Alan Oppenheimer
Dark City ,Rufus Sewell,William Hurt,Bruce Spence
The Duchess ,Dominic Cooper,Hayley Atwell,Charlotte Rampling
The Honeymooners             ,Jackie Gleason,Art Carney,Joyce Randolph
Return to Oz ,Piper Laurie,Jean Marsh,Tim Rose
The Newton Boys ,Matthew McConaughey,Lew Temple,Dwight Yoakam
Case 39,Bradley Cooper,Callum Rennie,Vanesa Tomasino
Suspect Zero ,Harry Lennix,Kevin Chamberlin,William Mapother
Martian Child ,Oliver Platt,Richard Schiff,Sophie Okonedo
Spy Kids: All the Time in the World in 4D,Alexa PenaVega,Joel McHale,Daryl Sabara
Money Monster ,Julia Roberts,Jack O'Connell,Chris Bauer
Formula 51,Meat Loaf,Junix Inocian,Paul Barber
Flawless ,Robert De Niro,Philip Seymour Hoffman,Chris Bauer
Mindhunters ,LL Cool J,Clifton Collins Jr.,Eion Bailey
What Just Happened ,Robert De Niro,Robin Wright,Kristen Stewart
The Statement ,Charlotte Rampling,Colin Salmon,John Neville
The Magic Flute ,Kim-Marie Woodhouse,Amy Carson,Joseph Kaiser
Paul Blart: Mall Cop ,Erick Avari,Adhir Kalyan,Allen Covert
Freaky Friday ,Jamie Lee Curtis,Julie Gonzalo,Willie Garson
The 40-Year-Old Virgin,Steve Carell,Romany Malco,Gerry Bednob
Shakespeare in Love ,Tom Wilkinson,Martin Clunes,Simon Callow
A Walk Among the Tombstones ,Liam Neeson,Boyd Holbrook,David Harbour
Kindergarten Cop ,Richard Tyson,Cathy Moriarty,Penelope Ann Miller
Pineapple Express ,James Franco,Gary Cole,Rosie Perez
Ever After: A Cinderella Story ,Anjelica Huston,Dougray Scott,Jeanne Moreau
Open Range ,Robert Duvall,Michael Jeter,Julian Richings
Flatliners ,Julia Roberts,Oliver Platt,Hope Davis
It's Always Sunny in Philadelphia             ,Rob McElhenney,Kaitlin Olson,Glenn Howerton
A Bridge Too Far ,Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss
Red Eye ,Robert Pine,Carl Gilliard,Suzie Plakson
Final Destination 2,Sarah Carter,Michael Landes,Keegan Connor Tracy
"O Brother, Where Art Thou? ",Holly Hunter,Tim Blake Nelson,Daniel von Bargen
Legion ,Dennis Quaid,Kate Walsh,Charles S. Dutton
Pain & Gain ,Dwayne Johnson,Larry Hankin,Michael Rispoli
In Good Company ,Scarlett Johansson,Ty Burrell,Dennis Quaid
Clockstoppers ,Michael Biehn,Paula Garcés,Jason George
Silverado ,Scott Glenn,Todd Allen,Brad Leland
Brothers ,Natalie Portman,Jake Gyllenhaal,Bailee Madison
Agent Cody Banks 2: Destination London,Daniel Roebuck,Frankie Muniz,David Kelly
New Year's Eve ,Robert De Niro,Common,Seth Meyers
Original Sin ,Angelina Jolie Pitt,Gregory Itzin,Jack Thompson
The Raven ,Pam Ferris,Dave Legeno,Kevin McNally
Welcome to Mooseport ,Rip Torn,Ray Romano,Maura Tierney
Highlander: The Final Dimension ,Christopher Lambert,Mako,Mario Van Peebles
Blood and Wine ,Harold Perrineau,Mike Starr,Judy Davis
Snow White: A Tale of Terror ,David Conrad,Chris Bauer,Monica Keena
The Curse of the Jade Scorpion ,Woody Allen,Elizabeth Berkley,Peter Gerety
Accidental Love ,Jake Gyllenhaal,Kirstie Alley,Beverly D'Angelo
Flipper ,Paul Hogan,Chelsea Field,Jessica Wesson
Self/less ,Ryan Reynolds,Derek Luke,Sandra Ellis Lafferty
The Constant Gardener ,Archie Panjabi,Danny Huston,Donald Sumpter
The Passion of the Christ ,Christo Jivkov,Maia Morgenstern,Hristo Shopov
Mrs. Doubtfire ,Robin Williams,Mara Wilson,Matthew Lawrence
Rain Man ,Tom Cruise,Valeria Golino,Beth Grant
Gran Torino ,Clint Eastwood,Dreama Walker,Ahney Her
W. ,Toby Jones,Scott Glenn,Bruce McGill
Taken ,Liam Neeson,Holly Valance,Xander Berkeley
The Best of Me ,Luke Bracey,Gerald McRaney,Clarke Peters
The Bodyguard ,Bill Cobbs,Mike Starr,DeVaughn Nixon
Schindler's List ,Liam Neeson,Embeth Davidtz,Caroline Goodall
The Help ,Emma Stone,Bryce Dallas Howard,Mike Vogel
The Fifth Estate ,Benedict Cumberbatch,Peter Capaldi,Jamie Blackley
Scooby-Doo 2: Monsters Unleashed,Sarah Michelle Gellar,Linda Cardellini,Tim Blake Nelson
Viy ,Jason Flemyng,Igor Jijikine,Agnia Ditkovskite
Freddy vs. Jason ,Katharine Isabelle,Jason Ritter,Zack Ward
The Face of an Angel ,Cara Delevingne,Ava Acres,Sara Stewart
Jimmy Neutron: Boy Genius ,Martin Short,Rob Paulsen,Andrea Martin
Cloverfield ,Mike Vogel,Ben Feldman,Liza Lapira
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,Kevin Nash,Paige Turco,Ernie Reyes Jr.
The Untouchables ,Robert De Niro,Billy Drago,Charles Martin Smith
No Country for Old Men ,Kelly Macdonald,Stephen Root,Barry Corbin
Ride Along ,Bruce McGill,Tika Sumpter,Bryan Callen
Bridget Jones's Diary ,Colin Firth,Jim Broadbent,Shirley Henderson
Chocolat ,Lena Olin,Leslie Caron,Hugh O'Conor
"Legally Blonde 2: Red, White & Blonde",Mary Lynn Rajskub,Bruce McGill,Bob Newhart
Parental Guidance ,Bailee Madison,Gedde Watanabe,Tom Everett Scott
No Strings Attached ,Natalie Portman,Greta Gerwig,Mindy Kaling
Tombstone ,Michael Biehn,Dana Delany,Powers Boothe
Romeo Must Die ,Jet Li,Delroy Lindo,Aaliyah
The Omen ,Lee Remick,Patrick Troughton,Billie Whitelaw
Final Destination 3,Chelan Simmons,Gina Holden,Crystal Lowe
The Lucky One ,Blythe Danner,Riley Thomas Stewart,Jay R. Ferguson
Bridge to Terabithia ,Josh Hutcherson,Zooey Deschanel,Bailee Madison
Finding Neverland ,Johnny Depp,Kate Winslet,Kelly Macdonald
A Madea Christmas ,Alicia Witt,Tika Sumpter,Larry the Cable Guy
The Grey ,Liam Neeson,Frank Grillo,James Badge Dale
Hide and Seek ,Robert De Niro,Dylan Baker,Robert John Burke
Anchorman: The Legend of Ron Burgundy ,Darcy Donavan,Will Ferrell,Steve Carell
Goodfellas ,Robert De Niro,Mike Starr,Paul Sorvino
Agent Cody Banks ,Daniel Roebuck,Frankie Muniz,Chris Gauthier
Nanny McPhee ,Colin Firth,Kelly Macdonald,Imelda Staunton
Scarface ,Al Pacino,F. Murray Abraham,Mary Elizabeth Mastrantonio
Nothing to Lose ,Kelly Preston,Michael McKean,Rebecca Gayheart
The Last Emperor ,Cary-Hiroyuki Tagawa,Joan Chen,Victor Wong
Contraband ,J.K. Simmons,David O'Hara,Lukas Haas
Money Talks ,Heather Locklear,Paul Sorvino,Faizon Love
There Will Be Blood ,Jim Meskimen,Paul F. Tompkins,Kevin Breznahan
The Wild Thornberrys Movie ,Alfre Woodard,Flea,Cree Summer
Rugrats Go Wild ,Elizabeth Daily,Cree Summer,Nancy Cartwright
Undercover Brother ,Dave Chappelle,Eddie Griffin,Chi McBride
The Sisterhood of the Traveling Pants ,Mike Vogel,America Ferrera,Kyle Schmid
Kiss of the Dragon ,Jet Li,Bridget Fonda,Max Ryan
The House Bunny ,Emma Stone,Katharine McPhee,Beverly D'Angelo
Beauty Shop ,Alfre Woodard,Keshia Knight Pulliam,LisaRaye McCoy
Million Dollar Arm ,Jon Hamm,Suraj Sharma,Gregory Alan Williams
The Giver ,Jeff Bridges,Meryl Streep,Alexander Skarsgård
What a Girl Wants ,Colin Firth,Oliver James,Kelly Preston
Jeepers Creepers II ,Nicki Aycox,Jonathan Breck,Billy Aaron Brown
Good Luck Chuck ,Dane Cook,Dan Fogler,Chelan Simmons
Cradle 2 the Grave,Jet Li,Tom Arnold,DMX
The Hours ,Meryl Streep,Stephen Dillane,Miranda Richardson
She's the Man ,Channing Tatum,Alexandra Breckenridge,Laura Ramsey
Mr. Bean's Holiday ,Lily Atkinson,Emma de Caunes,Steve Pemberton
Anacondas: The Hunt for the Blood Orchid ,Nicholas Gonzalez,Salli Richardson-Whitfield,Johnny Messner
Blood Ties ,Mila Kunis,Lili Taylor,Billy Crudup
August Rush ,Robin Williams,Aaron Staton,Marian Seldes
Elizabeth ,Fanny Ardant,John Gielgud,Eric Cantona
Bride of Chucky ,Alexis Arquette,Park Bench,Vince Corazza
Tora! Tora! Tora! ,Joseph Cotten,Richard Anderson,James Whitmore
Spice World ,Jason Flemyng,Richard Briers,Victoria Beckham
The Sitter ,Ari Graynor,J.B. Smoove,Kylie Bunbury
Dance Flick ,Damon Wayans Jr.,Essence Atkins,Chris Elliott
The Shawshank Redemption ,Morgan Freeman,Jeffrey DeMunn,Bob Gunton
Crocodile Dundee in Los Angeles ,Jere Burns,Paul Hogan,Linda Kozlowski
Kingpin ,Bill Murray,Lin Shaye,Richard Tyson
The Gambler ,George Kennedy,Cjon Saulsberry,Griffin Cleveland
August: Osage County ,Benedict Cumberbatch,Meryl Streep,Julia Roberts
Ice Princess ,Connie Ray,Trevor Blumas,Amy Stewart
A Lot Like Love ,Aimee Garcia,Tyrone Giordano,James Read
Eddie the Eagle ,Hugh Jackman,Taron Egerton,Tim McInnerny
He Got Game ,Denzel Washington,Milla Jovovich,Rosario Dawson
Don Juan DeMarco ,Johnny Depp,Marlon Brando,Faye Dunaway
Shaun the Sheep             ,Justin Fletcher,John Sparkes,Kate Harbour
Dear John ,Channing Tatum,Henry Thomas,Scott Porter
The Losers ,Chris Evans,Jason Patric,Óscar Jaenada
Don't Be Afraid of the Dark ,Bailee Madison,Alan Dale,Jack Thompson
War ,Jason Statham,Jet Li,Nadine Velazquez
Punch-Drunk Love ,Adam Sandler,Emily Watson,Don McManus
EuroTrip ,Matt Damon,Scott Mechlowicz,Jacob Pitts
Half Past Dead ,Claudia Christian,Nia Peeples,Tony Plana
Unaccompanied Minors ,Tyler James Williams,Rob Riggle,B.J. Novak
"Bright Lights, Big City ",Dianne Wiest,Phoebe Cates,Swoosie Kurtz
The Adventures of Pinocchio ,Martin Landau,Udo Kier,Bebe Neuwirth
The Greatest Game Ever Played ,Stephen Dillane,Matthew Knight,Amanda Tilson
The Box ,Frank Langella,Gillian Jacobs,Celia Weston
The Ruins ,Laura Ramsey,Jonathan Tucker,Sergio Calderón
The Next Best Thing ,Mark Valley,Rupert Everett,Illeana Douglas
My Soul to Take ,Frank Grillo,Emily Meade,Zena Grey
The Girl Next Door ,Chris Marquette,Timothy Bottoms,Jacob Young
Maximum Risk ,Natasha Henstridge,Zach Grenier,Paul Ben-Victor
Stealing Harvard ,Martin Starr,Megan Mullally,Chris Penn
Legend ,Tom Hardy,Paul Anderson,Tara Fitzgerald
Hot Rod ,Sissy Spacek,Jorma Taccone,Chris Parnell
